Postnummer,Datum,Uppskattning,Low_CI,High_CI
82,2020-08-20,0.21,0,1.91
75,2020-08-20,0.32,0.09,0.96
14,2020-08-20,0.33,0.07,1.21
34,2020-08-20,0.3,0,3.2
53,2020-08-20,0.27,0.01,2.73
88,2020-08-20,,,
63,2020-08-20,0.16,0,3.55
61,2020-08-20,0.21,0,2.6
76,2020-08-20,0.2,0,6.7
90,2020-08-20,0.3,0.03,1.62
38,2020-08-20,0.22,0,3.07
85,2020-08-20,0.19,0,2.51
91,2020-08-20,,,
62,2020-08-20,0.1,0,3.2
56,2020-08-20,0.18,0,2.13
68,2020-08-20,0.18,0,4.19
52,2020-08-20,0.23,0,3.19
80,2020-08-20,0.23,0,2.39
69,2020-08-20,0.09,0,3.87
42,2020-08-20,0.27,0.04,1
37,2020-08-20,0.18,0.01,1.28
93,2020-08-20,0.24,0,3.21
45,2020-08-20,0.49,0.02,3.1
97,2020-08-20,0.27,0,2.83
65,2020-08-20,0.23,0.01,1.76
86,2020-08-20,0.18,0,3.28
17,2020-08-20,0.21,0.02,0.98
89,2020-08-20,0.17,0,4.25
64,2020-08-20,0.25,0.01,2.24
78,2020-08-20,0.28,0,3.56
51,2020-08-20,0.51,0.02,2.92
39,2020-08-20,0.12,0,3.7
84,2020-08-20,,,
66,2020-08-20,0.18,0,2.08
95,2020-08-20,,,
96,2020-08-20,,,
50,2020-08-20,0.14,0,2.13
47,2020-08-20,0.17,0,6.81
67,2020-08-20,,,
98,2020-08-20,,,
92,2020-08-20,,,
20,2020-08-20,,,
10,2020-08-20,,,
40,2020-08-20,,,
21,2020-08-21,0.25,0.1,0.59
23,2020-08-21,0.21,0.05,0.69
25,2020-08-21,0.21,0.03,0.96
46,2020-08-21,0.27,0.01,1.93
36,2020-08-21,,,
11,2020-08-21,0.22,0.08,0.55
19,2020-08-21,0.23,0.03,1.28
27,2020-08-21,0.24,0.01,1.71
72,2020-08-21,0.15,0.01,1.26
55,2020-08-21,0.24,0,2.19
87,2020-08-21,0.31,0,5.98
81,2020-08-21,0.29,0.02,2.44
26,2020-08-21,0.17,0.03,0.75
79,2020-08-21,0.31,0.01,2.23
74,2020-08-21,0.27,0.03,1.71
29,2020-08-21,0.2,0.01,1.42
30,2020-08-21,0.19,0,1.75
57,2020-08-21,0.21,0.01,1.72
12,2020-08-21,0.24,0.08,0.66
28,2020-08-21,0.15,0,1.91
13,2020-08-21,0.29,0.06,1.05
41,2020-08-21,0.22,0.07,0.61
22,2020-08-21,0.23,0.06,0.65
98,2020-08-21,,,
70,2020-08-21,0.21,0,1.97
60,2020-08-21,0.21,0,2.12
94,2020-08-21,0.16,0,3.76
33,2020-08-21,0.14,0,3.63
43,2020-08-21,0.23,0.07,0.69
71,2020-08-21,0.2,0,3.18
59,2020-08-21,0.14,0,2.19
18,2020-08-21,0.24,0.06,0.81
83,2020-08-21,0.19,0,1.64
77,2020-08-21,0.18,0,3.66
24,2020-08-21,0.13,0.02,0.51
15,2020-08-21,0.18,0,2.93
31,2020-08-21,0.17,0,2.01
44,2020-08-21,0.18,0.02,0.91
35,2020-08-21,0.14,0,1.68
73,2020-08-21,0.21,0.01,2.54
16,2020-08-21,0.16,0.02,0.75
58,2020-08-21,0.23,0.02,1.26
82,2020-08-21,0.22,0.01,1.94
75,2020-08-21,0.33,0.09,0.98
14,2020-08-21,0.3,0.06,1.2
34,2020-08-21,0.27,0,3.17
53,2020-08-21,0.29,0.01,2.59
88,2020-08-21,,,
63,2020-08-21,0.16,0,3.79
76,2020-08-21,0.2,0,6.7
61,2020-08-21,0.22,0,2.77
90,2020-08-21,0.22,0.01,1.56
38,2020-08-21,0.2,0,2.97
85,2020-08-21,0.33,0,2.89
91,2020-08-21,,,
62,2020-08-21,0.09,0,3.29
56,2020-08-21,0.16,0,2.1
68,2020-08-21,0.17,0,4.18
52,2020-08-21,0.22,0,3.09
80,2020-08-21,0.32,0.01,2.49
69,2020-08-21,0.12,0,3.63
42,2020-08-21,0.25,0.04,0.98
37,2020-08-21,0.16,0.01,1.2
17,2020-08-21,0.2,0.02,0.97
93,2020-08-21,0.22,0,3.28
45,2020-08-21,0.49,0.02,3.04
54,2020-08-21,0.13,0,1.62
97,2020-08-21,0.27,0,3.14
65,2020-08-21,0.18,0,1.71
86,2020-08-21,0.14,0,3.33
89,2020-08-21,0.2,0,4.67
64,2020-08-21,0.29,0.01,2.23
78,2020-08-21,0.15,0,3.41
51,2020-08-21,0.47,0.02,2.82
39,2020-08-21,0.11,0,3.57
84,2020-08-21,,,
66,2020-08-21,0.2,0,2.15
95,2020-08-21,,,
96,2020-08-21,,,
50,2020-08-21,0.16,0,2.12
47,2020-08-21,0.12,0,6.72
67,2020-08-21,,,
92,2020-08-21,,,
20,2020-08-21,,,
10,2020-08-21,,,
40,2020-08-21,,,
21,2020-08-22,0.27,0.11,0.62
23,2020-08-22,0.21,0.05,0.7
25,2020-08-22,0.22,0.03,0.98
46,2020-08-22,0.2,0.01,1.81
36,2020-08-22,,,
11,2020-08-22,0.24,0.09,0.57
19,2020-08-22,0.2,0.02,1.25
27,2020-08-22,0.23,0.01,1.66
72,2020-08-22,0.15,0.01,1.28
55,2020-08-22,0.23,0,2.2
87,2020-08-22,0.22,0,5.56
81,2020-08-22,0.21,0,2.4
26,2020-08-22,0.2,0.05,0.79
79,2020-08-22,0.33,0.01,2.32
74,2020-08-22,0.29,0.04,1.75
29,2020-08-22,0.19,0.01,1.4
30,2020-08-22,0.13,0,1.66
57,2020-08-22,0.16,0,1.66
12,2020-08-22,0.25,0.08,0.68
28,2020-08-22,0.17,0.01,1.91
13,2020-08-22,0.28,0.05,1.04
41,2020-08-22,0.25,0.08,0.66
98,2020-08-22,,,
22,2020-08-22,0.2,0.05,0.59
70,2020-08-22,0.27,0.01,2.04
60,2020-08-22,0.23,0,2.16
94,2020-08-22,0.2,0,3.83
33,2020-08-22,0.08,0,3.69
43,2020-08-22,0.22,0.07,0.67
71,2020-08-22,0.21,0,3.2
59,2020-08-22,0.13,0,2.31
18,2020-08-22,0.23,0.05,0.79
83,2020-08-22,0.19,0,1.69
77,2020-08-22,0.23,0,3.76
24,2020-08-22,0.15,0.03,0.54
15,2020-08-22,0.16,0,3.04
31,2020-08-22,0.19,0,2.09
44,2020-08-22,0.2,0.03,0.95
35,2020-08-22,0.19,0,1.71
73,2020-08-22,0.26,0.01,2.65
16,2020-08-22,0.17,0.03,0.77
58,2020-08-22,0.22,0.02,1.23
82,2020-08-22,0.17,0,1.93
75,2020-08-22,0.35,0.1,1.02
14,2020-08-22,0.34,0.07,1.29
34,2020-08-22,0.22,0,3.04
53,2020-08-22,0.3,0.01,2.63
88,2020-08-22,,,
63,2020-08-22,0.15,0,3.77
76,2020-08-22,0.19,0,6.22
61,2020-08-22,0.19,0,2.73
90,2020-08-22,0.25,0.02,1.62
38,2020-08-22,0.17,0,2.94
85,2020-08-22,0.33,0,3
91,2020-08-22,,,
62,2020-08-22,0.12,0,3.45
56,2020-08-22,0.13,0,2.08
68,2020-08-22,0.18,0,4.19
52,2020-08-22,0.22,0,3.01
80,2020-08-22,0.3,0.01,2.49
69,2020-08-22,0.12,0,3.63
42,2020-08-22,0.21,0.04,0.88
37,2020-08-22,0.19,0.01,1.26
17,2020-08-22,0.23,0.03,1.04
93,2020-08-22,0.28,0,3.45
45,2020-08-22,0.5,0.02,3.05
97,2020-08-22,0.35,0.01,3.24
65,2020-08-22,0.19,0,1.76
86,2020-08-22,0.12,0,3.31
47,2020-08-22,0.23,0,6.81
89,2020-08-22,0.21,0,4.48
64,2020-08-22,0.29,0.01,2.27
78,2020-08-22,0.23,0,3.45
51,2020-08-22,0.28,0,2.48
39,2020-08-22,0.11,0,3.8
84,2020-08-22,,,
66,2020-08-22,0.21,0,2.21
54,2020-08-22,0.14,0,1.65
95,2020-08-22,,,
96,2020-08-22,,,
50,2020-08-22,0.12,0,2.09
67,2020-08-22,,,
92,2020-08-22,,,
20,2020-08-22,,,
10,2020-08-22,,,
40,2020-08-22,,,
21,2020-08-23,0.28,0.11,0.63
23,2020-08-23,0.22,0.05,0.73
25,2020-08-23,0.25,0.04,1.02
36,2020-08-23,,,
11,2020-08-23,0.26,0.1,0.6
19,2020-08-23,0.19,0.02,1.22
27,2020-08-23,0.25,0.01,1.72
72,2020-08-23,0.17,0.01,1.36
87,2020-08-23,0.43,0,6.32
81,2020-08-23,0.28,0.01,2.53
26,2020-08-23,0.2,0.04,0.79
79,2020-08-23,0.35,0.01,2.38
74,2020-08-23,0.3,0.03,1.75
46,2020-08-23,0.16,0.01,1.75
29,2020-08-23,0.18,0.01,1.42
30,2020-08-23,0.09,0,1.6
57,2020-08-23,0.17,0,1.71
12,2020-08-23,0.26,0.09,0.69
28,2020-08-23,0.21,0.01,1.93
13,2020-08-23,0.27,0.04,1.07
41,2020-08-23,0.25,0.08,0.65
98,2020-08-23,,,
22,2020-08-23,0.21,0.05,0.62
70,2020-08-23,0.18,0,1.89
60,2020-08-23,0.23,0,2.2
94,2020-08-23,0.23,0,4.15
33,2020-08-23,0.21,0,3.53
43,2020-08-23,0.22,0.06,0.68
71,2020-08-23,0.24,0,3.33
59,2020-08-23,0.13,0,2.26
18,2020-08-23,0.28,0.07,0.87
83,2020-08-23,0.23,0.01,1.74
55,2020-08-23,0.23,0,2.21
77,2020-08-23,0.24,0,3.62
24,2020-08-23,0.15,0.03,0.55
15,2020-08-23,0.17,0,3.28
31,2020-08-23,0.16,0,1.97
44,2020-08-23,0.22,0.03,0.99
35,2020-08-23,0.2,0,1.79
16,2020-08-23,0.18,0.03,0.79
58,2020-08-23,0.22,0.01,1.26
82,2020-08-23,0.21,0.01,1.97
75,2020-08-23,0.35,0.1,1.03
14,2020-08-23,0.35,0.06,1.31
34,2020-08-23,0.23,0,3.13
53,2020-08-23,0.19,0,2.43
88,2020-08-23,,,
63,2020-08-23,0.17,0,4.05
76,2020-08-23,0.22,0,6.26
61,2020-08-23,0.17,0,2.77
90,2020-08-23,0.27,0.02,1.66
38,2020-08-23,0.15,0,2.73
85,2020-08-23,0.33,0,3.28
91,2020-08-23,,,
62,2020-08-23,0.19,0,3.54
56,2020-08-23,0.31,0,2.49
68,2020-08-23,0.18,0,4.19
52,2020-08-23,0.23,0,2.94
80,2020-08-23,0.2,0,2.24
69,2020-08-23,0.12,0,3.63
42,2020-08-23,0.21,0.04,0.89
37,2020-08-23,0.22,0.02,1.32
17,2020-08-23,0.23,0.03,1.03
93,2020-08-23,0.2,0,3.35
45,2020-08-23,0.5,0.02,3.18
97,2020-08-23,0.33,0.01,3.31
65,2020-08-23,0.19,0,1.8
86,2020-08-23,0.15,0,3.45
47,2020-08-23,0.15,0,7.31
73,2020-08-23,0.26,0.01,2.65
89,2020-08-23,0.19,0,4.46
64,2020-08-23,0.25,0.01,2.23
78,2020-08-23,0.17,0,3.33
51,2020-08-23,0.3,0,2.49
39,2020-08-23,0.12,0,3.6
84,2020-08-23,,,
66,2020-08-23,0.16,0,2.12
54,2020-08-23,0.2,0.01,1.71
95,2020-08-23,,,
96,2020-08-23,,,
50,2020-08-23,0.14,0,2.14
67,2020-08-23,,,
92,2020-08-23,,,
20,2020-08-23,,,
10,2020-08-23,,,
40,2020-08-23,,,
21,2020-08-24,0.31,0.13,0.68
23,2020-08-24,0.2,0.04,0.72
25,2020-08-24,0.24,0.04,1.01
36,2020-08-24,,,
11,2020-08-24,0.27,0.11,0.62
19,2020-08-24,0.19,0.01,1.22
27,2020-08-24,0.27,0.01,1.77
72,2020-08-24,0.16,0,1.38
87,2020-08-24,0.52,0,6.51
81,2020-08-24,0.41,0.01,2.92
26,2020-08-24,0.19,0.05,0.77
79,2020-08-24,0.39,0.02,2.42
74,2020-08-24,0.31,0.03,1.77
46,2020-08-24,0.22,0.01,1.83
29,2020-08-24,0.18,0,1.39
30,2020-08-24,0.13,0,1.65
12,2020-08-24,0.3,0.11,0.74
28,2020-08-24,0.24,0.01,1.92
41,2020-08-24,0.28,0.1,0.68
98,2020-08-24,,,
22,2020-08-24,0.22,0.06,0.63
70,2020-08-24,0.31,0.01,2.16
60,2020-08-24,0.18,0,2.07
94,2020-08-24,0.23,0,3.99
33,2020-08-24,0.24,0,3.67
43,2020-08-24,0.25,0.07,0.73
71,2020-08-24,0.22,0,3.37
59,2020-08-24,0.2,0,2.21
57,2020-08-24,0.21,0,1.81
13,2020-08-24,0.27,0.05,1.06
18,2020-08-24,0.26,0.07,0.84
83,2020-08-24,0.29,0.02,1.77
55,2020-08-24,0.24,0,2.21
77,2020-08-24,0.25,0,3.52
54,2020-08-24,0.18,0.01,1.68
24,2020-08-24,0.19,0.05,0.61
15,2020-08-24,0.15,0,3.18
31,2020-08-24,0.2,0,2
44,2020-08-24,0.26,0.05,1.02
35,2020-08-24,0.17,0,1.74
16,2020-08-24,0.2,0.03,0.83
58,2020-08-24,0.22,0.01,1.23
82,2020-08-24,0.22,0.01,1.98
75,2020-08-24,0.35,0.1,1.02
14,2020-08-24,0.33,0.06,1.27
34,2020-08-24,0.31,0,3.06
53,2020-08-24,0.18,0,2.42
88,2020-08-24,,,
63,2020-08-24,0.14,0,4.18
76,2020-08-24,0.24,0,6.73
61,2020-08-24,0.18,0,2.84
90,2020-08-24,0.29,0.03,1.64
38,2020-08-24,0.16,0,2.81
85,2020-08-24,0.32,0,3.27
91,2020-08-24,,,
62,2020-08-24,0.15,0,3.62
56,2020-08-24,0.46,0.02,2.57
68,2020-08-24,0.22,0,4.42
52,2020-08-24,0.22,0,2.93
80,2020-08-24,0.23,0,2.29
69,2020-08-24,0.16,0,3.68
42,2020-08-24,0.22,0.04,0.9
37,2020-08-24,0.29,0.04,1.39
17,2020-08-24,0.27,0.05,1.1
93,2020-08-24,0.18,0,3.34
45,2020-08-24,0.58,0.03,3.33
97,2020-08-24,0.36,0.01,3.35
65,2020-08-24,0.14,0,1.69
86,2020-08-24,0.2,0,3.5
47,2020-08-24,0.17,0,6.77
73,2020-08-24,0.24,0.01,2.76
89,2020-08-24,0.2,0,4.47
64,2020-08-24,0.25,0,2.24
78,2020-08-24,0.22,0,3.38
51,2020-08-24,0.21,0,2.39
39,2020-08-24,0.12,0,3.49
84,2020-08-24,,,
66,2020-08-24,0.16,0,2.12
95,2020-08-24,,,
96,2020-08-24,,,
50,2020-08-24,0.2,0,2.22
67,2020-08-24,,,
92,2020-08-24,,,
20,2020-08-24,,,
10,2020-08-24,,,
40,2020-08-24,,,
21,2020-08-25,0.31,0.13,0.67
23,2020-08-25,0.2,0.04,0.75
25,2020-08-25,0.22,0.04,0.95
36,2020-08-25,,,
19,2020-08-25,0.24,0.02,1.32
11,2020-08-25,0.3,0.12,0.66
27,2020-08-25,0.26,0.01,1.91
72,2020-08-25,0.2,0.01,1.39
87,2020-08-25,0.35,0,6.13
81,2020-08-25,0.48,0.02,3.05
26,2020-08-25,0.25,0.06,0.86
79,2020-08-25,0.37,0.01,2.41
74,2020-08-25,0.31,0.04,1.75
46,2020-08-25,0.28,0.02,1.82
29,2020-08-25,0.18,0,1.45
30,2020-08-25,0.17,0,1.69
28,2020-08-25,0.18,0,1.82
41,2020-08-25,0.33,0.13,0.75
12,2020-08-25,0.3,0.11,0.75
98,2020-08-25,,,
22,2020-08-25,0.21,0.05,0.62
70,2020-08-25,0.32,0.01,2.1
60,2020-08-25,0.21,0,2.15
94,2020-08-25,0.25,0,4.19
33,2020-08-25,0.39,0,3.96
43,2020-08-25,0.3,0.1,0.8
71,2020-08-25,0.23,0,3.31
59,2020-08-25,0.23,0.01,2.23
57,2020-08-25,0.18,0,1.72
13,2020-08-25,0.28,0.05,1.07
18,2020-08-25,0.27,0.08,0.87
83,2020-08-25,0.28,0.02,1.79
55,2020-08-25,0.27,0,2.32
77,2020-08-25,0.22,0,3.48
54,2020-08-25,0.24,0.02,1.81
24,2020-08-25,0.23,0.06,0.67
64,2020-08-25,0.35,0.02,2.42
15,2020-08-25,0.17,0,3.48
31,2020-08-25,0.27,0,2.23
44,2020-08-25,0.26,0.05,0.99
35,2020-08-25,0.18,0,1.77
16,2020-08-25,0.2,0.03,0.83
58,2020-08-25,0.21,0.01,1.21
82,2020-08-25,0.22,0.01,2.08
75,2020-08-25,0.29,0.08,0.92
14,2020-08-25,0.33,0.06,1.26
34,2020-08-25,0.45,0.01,3.28
53,2020-08-25,0.17,0,2.41
88,2020-08-25,,,
63,2020-08-25,0.17,0,4.25
76,2020-08-25,0.43,0,5.9
61,2020-08-25,0.23,0,2.99
90,2020-08-25,0.34,0.04,1.72
38,2020-08-25,0.19,0,3.07
85,2020-08-25,0.31,0,3.19
91,2020-08-25,,,
62,2020-08-25,0.21,0,3.83
56,2020-08-25,0.48,0.03,2.62
68,2020-08-25,0.29,0.01,4.49
52,2020-08-25,0.16,0,2.72
80,2020-08-25,0.25,0,2.29
69,2020-08-25,0.14,0,3.93
42,2020-08-25,0.26,0.06,0.96
37,2020-08-25,0.36,0.06,1.49
17,2020-08-25,0.3,0.06,1.14
93,2020-08-25,0.2,0,3.36
45,2020-08-25,0.56,0.02,3.52
97,2020-08-25,0.39,0.01,3.46
65,2020-08-25,0.14,0,1.79
86,2020-08-25,0.13,0,3.52
47,2020-08-25,0.2,0,7.39
73,2020-08-25,0.24,0.01,2.71
89,2020-08-25,0.2,0,4.9
78,2020-08-25,0.22,0,3.26
51,2020-08-25,0.25,0,2.33
39,2020-08-25,0.11,0,3.48
84,2020-08-25,,,
66,2020-08-25,0.18,0,2.17
95,2020-08-25,,,
96,2020-08-25,,,
50,2020-08-25,0.22,0.01,2.31
67,2020-08-25,,,
92,2020-08-25,,,
20,2020-08-25,,,
10,2020-08-25,,,
40,2020-08-25,,,
21,2020-08-26,0.31,0.13,0.67
23,2020-08-26,0.2,0.04,0.74
25,2020-08-26,0.33,0.08,1.12
36,2020-08-26,,,
19,2020-08-26,0.31,0.04,1.42
11,2020-08-26,0.35,0.16,0.74
27,2020-08-26,0.28,0.02,1.83
72,2020-08-26,0.19,0.01,1.42
87,2020-08-26,0.22,0,6.33
81,2020-08-26,0.45,0.01,3.02
26,2020-08-26,0.26,0.07,0.9
79,2020-08-26,0.41,0.02,2.4
74,2020-08-26,0.29,0.02,1.75
46,2020-08-26,0.3,0.02,1.93
29,2020-08-26,0.27,0.01,1.57
30,2020-08-26,0.18,0,1.77
28,2020-08-26,0.16,0.01,1.81
41,2020-08-26,0.3,0.11,0.71
12,2020-08-26,0.37,0.14,0.85
98,2020-08-26,,,
22,2020-08-26,0.29,0.09,0.73
70,2020-08-26,0.34,0.01,2.12
60,2020-08-26,0.25,0,2.31
94,2020-08-26,0.23,0,3.97
33,2020-08-26,0.42,0,3.99
43,2020-08-26,0.3,0.1,0.79
71,2020-08-26,0.19,0,3.14
59,2020-08-26,0.23,0.01,2.23
57,2020-08-26,0.28,0.01,1.89
13,2020-08-26,0.28,0.05,1.09
83,2020-08-26,0.36,0.03,1.9
55,2020-08-26,0.28,0,2.31
77,2020-08-26,0.37,0.01,3.68
54,2020-08-26,0.31,0.03,2
24,2020-08-26,0.26,0.07,0.72
64,2020-08-26,0.37,0.02,2.47
15,2020-08-26,0.2,0,3.5
31,2020-08-26,0.25,0,2.23
18,2020-08-26,0.3,0.09,0.9
44,2020-08-26,0.29,0.06,1.04
35,2020-08-26,0.22,0,1.82
16,2020-08-26,0.28,0.06,0.96
58,2020-08-26,0.24,0.02,1.29
82,2020-08-26,0.28,0.01,2.2
75,2020-08-26,0.35,0.1,1.02
14,2020-08-26,0.36,0.07,1.33
34,2020-08-26,0.48,0.01,3.4
53,2020-08-26,0.23,0,2.48
88,2020-08-26,,,
63,2020-08-26,0.3,0,4.54
76,2020-08-26,0.38,0,5.86
61,2020-08-26,0.31,0.01,3.1
90,2020-08-26,0.3,0.03,1.71
38,2020-08-26,0.23,0,3.18
85,2020-08-26,0.48,0.01,3.46
91,2020-08-26,,,
62,2020-08-26,0.14,0,4.07
56,2020-08-26,0.48,0.02,2.69
68,2020-08-26,0.3,0.01,4.5
52,2020-08-26,0.35,0.01,2.99
80,2020-08-26,0.34,0.01,2.46
69,2020-08-26,0.19,0,3.97
42,2020-08-26,0.31,0.08,1.06
37,2020-08-26,0.42,0.08,1.57
17,2020-08-26,0.31,0.06,1.18
93,2020-08-26,0.22,0,3.13
45,2020-08-26,0.3,0,3
97,2020-08-26,0.39,0.01,3.53
65,2020-08-26,0.16,0,1.84
86,2020-08-26,0.14,0,3.65
47,2020-08-26,0.22,0,7.37
73,2020-08-26,0.25,0.01,2.73
89,2020-08-26,0.24,0,4.93
78,2020-08-26,0.23,0,3.31
51,2020-08-26,0.23,0,2.35
39,2020-08-26,0.09,0,3.55
84,2020-08-26,,,
66,2020-08-26,0.2,0,2.31
50,2020-08-26,0.21,0.01,2.36
95,2020-08-26,,,
96,2020-08-26,,,
67,2020-08-26,,,
92,2020-08-26,,,
20,2020-08-26,,,
10,2020-08-26,,,
40,2020-08-26,,,
21,2020-08-27,0.35,0.15,0.71
23,2020-08-27,0.24,0.05,0.8
25,2020-08-27,0.33,0.08,1.12
36,2020-08-27,,,
19,2020-08-27,0.31,0.04,1.42
11,2020-08-27,0.35,0.15,0.74
27,2020-08-27,0.29,0.02,1.8
72,2020-08-27,0.2,0.01,1.49
55,2020-08-27,0.28,0,2.41
87,2020-08-27,0.25,0,6.42
81,2020-08-27,0.54,0.03,3.16
26,2020-08-27,0.29,0.08,0.95
79,2020-08-27,0.45,0.03,2.4
74,2020-08-27,0.37,0.05,1.87
46,2020-08-27,0.3,0.03,1.94
30,2020-08-27,0.19,0,1.84
28,2020-08-27,0.24,0.02,1.91
41,2020-08-27,0.36,0.14,0.8
12,2020-08-27,0.38,0.16,0.86
98,2020-08-27,,,
22,2020-08-27,0.32,0.11,0.77
70,2020-08-27,0.39,0.02,2.19
60,2020-08-27,0.21,0,2.22
33,2020-08-27,0.43,0,4.02
43,2020-08-27,0.32,0.11,0.83
71,2020-08-27,0.22,0,3.04
59,2020-08-27,0.24,0.01,2.22
57,2020-08-27,0.29,0.01,1.89
13,2020-08-27,0.3,0.06,1.16
83,2020-08-27,0.31,0.02,1.86
77,2020-08-27,0.54,0.04,3.87
54,2020-08-27,0.35,0.04,2.03
24,2020-08-27,0.29,0.09,0.76
64,2020-08-27,0.43,0.04,2.57
15,2020-08-27,0.27,0.01,3.31
31,2020-08-27,0.25,0,2.17
18,2020-08-27,0.34,0.11,0.96
44,2020-08-27,0.32,0.07,1.09
35,2020-08-27,0.25,0,1.96
16,2020-08-27,0.31,0.08,0.98
58,2020-08-27,0.27,0.03,1.35
82,2020-08-27,0.27,0.01,2.37
75,2020-08-27,0.33,0.09,1
14,2020-08-27,0.39,0.09,1.36
34,2020-08-27,0.53,0.01,3.53
94,2020-08-27,0.41,0,4.83
53,2020-08-27,0.24,0,2.67
88,2020-08-27,,,
63,2020-08-27,0.25,0,4.31
76,2020-08-27,0.44,0,5.91
61,2020-08-27,0.29,0,2.86
90,2020-08-27,0.31,0.03,1.75
29,2020-08-27,0.25,0.01,1.6
38,2020-08-27,0.31,0,3.29
85,2020-08-27,0.25,0,3.11
91,2020-08-27,,,
56,2020-08-27,0.36,0.01,2.42
68,2020-08-27,0.26,0.01,4.68
52,2020-08-27,0.3,0,2.89
80,2020-08-27,0.34,0.01,2.49
69,2020-08-27,0.3,0.01,4.09
42,2020-08-27,0.33,0.08,1.07
37,2020-08-27,0.39,0.07,1.53
17,2020-08-27,0.4,0.09,1.31
93,2020-08-27,0.18,0,3.14
45,2020-08-27,0.36,0.02,3.11
97,2020-08-27,0.41,0.01,3.61
65,2020-08-27,0.22,0,1.88
86,2020-08-27,0.15,0,3.8
62,2020-08-27,0.23,0,4.39
47,2020-08-27,0.32,0,6.47
73,2020-08-27,0.28,0.01,2.82
89,2020-08-27,0.21,0,5.38
78,2020-08-27,0.33,0,3.41
51,2020-08-27,0.24,0,2.33
39,2020-08-27,0.11,0,3.57
84,2020-08-27,,,
66,2020-08-27,0.24,0,2.42
50,2020-08-27,0.22,0.01,2.34
95,2020-08-27,,,
96,2020-08-27,,,
67,2020-08-27,,,
92,2020-08-27,,,
20,2020-08-27,,,
10,2020-08-27,,,
40,2020-08-27,,,
21,2020-08-28,0.37,0.17,0.75
25,2020-08-28,0.28,0.06,1.04
36,2020-08-28,,,
19,2020-08-28,0.31,0.04,1.47
11,2020-08-28,0.35,0.15,0.74
27,2020-08-28,0.3,0.02,1.81
72,2020-08-28,0.26,0.02,1.6
55,2020-08-28,0.33,0.01,2.59
87,2020-08-28,0.28,0,6.4
81,2020-08-28,0.58,0.03,3.14
23,2020-08-28,0.27,0.07,0.86
26,2020-08-28,0.34,0.1,1.02
79,2020-08-28,0.35,0.03,2.19
74,2020-08-28,0.35,0.04,1.85
46,2020-08-28,0.27,0.03,1.88
30,2020-08-28,0.22,0,1.88
28,2020-08-28,0.23,0.02,2.01
41,2020-08-28,0.35,0.13,0.79
12,2020-08-28,0.38,0.15,0.86
98,2020-08-28,,,
22,2020-08-28,0.29,0.1,0.73
70,2020-08-28,0.37,0.02,2.12
60,2020-08-28,0.16,0,2.03
33,2020-08-28,0.44,0,4.27
43,2020-08-28,0.31,0.1,0.82
71,2020-08-28,0.15,0,2.86
59,2020-08-28,0.25,0.01,2.2
57,2020-08-28,0.3,0.01,1.94
13,2020-08-28,0.36,0.08,1.22
83,2020-08-28,0.29,0.02,1.83
77,2020-08-28,0.45,0.03,3.83
54,2020-08-28,0.53,0.08,2.21
24,2020-08-28,0.31,0.1,0.77
64,2020-08-28,0.42,0.03,2.66
15,2020-08-28,0.25,0.01,3.29
31,2020-08-28,0.26,0.01,2.27
18,2020-08-28,0.32,0.09,0.93
44,2020-08-28,0.32,0.07,1.11
35,2020-08-28,0.27,0.01,1.97
16,2020-08-28,0.31,0.08,1
58,2020-08-28,0.32,0.04,1.41
82,2020-08-28,0.3,0.02,2.35
75,2020-08-28,0.38,0.11,1.08
14,2020-08-28,0.42,0.1,1.4
34,2020-08-28,0.56,0.01,3.61
94,2020-08-28,,,
53,2020-08-28,0.28,0.01,2.77
88,2020-08-28,,,
63,2020-08-28,0.26,0,4.06
76,2020-08-28,0.55,0,6.42
61,2020-08-28,0.31,0.01,2.85
90,2020-08-28,0.32,0.04,1.75
29,2020-08-28,0.29,0.02,1.64
38,2020-08-28,0.31,0,3.31
85,2020-08-28,0.17,0,2.92
91,2020-08-28,,,
56,2020-08-28,0.36,0.01,2.38
68,2020-08-28,0.22,0,4.65
52,2020-08-28,0.4,0.01,3.1
80,2020-08-28,0.36,0.01,2.52
69,2020-08-28,0.24,0,4.03
42,2020-08-28,0.32,0.08,1.06
37,2020-08-28,0.48,0.11,1.6
17,2020-08-28,0.41,0.1,1.35
93,2020-08-28,0.13,0,3.16
45,2020-08-28,0.29,0.01,2.99
97,2020-08-28,0.38,0.01,3.51
65,2020-08-28,0.19,0,1.79
86,2020-08-28,0.14,0,3.93
62,2020-08-28,0.2,0,4.35
47,2020-08-28,0.28,0,6.9
73,2020-08-28,0.34,0.01,3.15
89,2020-08-28,0.21,0,5.68
78,2020-08-28,0.34,0,3.41
51,2020-08-28,0.26,0.01,2.33
39,2020-08-28,0.13,0,3.82
84,2020-08-28,,,
66,2020-08-28,0.32,0.01,2.49
50,2020-08-28,0.2,0,2.31
95,2020-08-28,,,
96,2020-08-28,,,
67,2020-08-28,,,
92,2020-08-28,,,
20,2020-08-28,,,
10,2020-08-28,,,
40,2020-08-28,,,
21,2020-08-29,0.39,0.18,0.78
23,2020-08-29,0.33,0.09,0.95
25,2020-08-29,0.28,0.06,1.05
36,2020-08-29,,,
19,2020-08-29,0.38,0.07,1.56
11,2020-08-29,0.37,0.16,0.76
78,2020-08-29,0.35,0,3.43
